"","(Intercept)","HK31","HK41","HK51","HK61","HK31:HK41","HK31:HK51","HK41:HK51","HK31:HK61","HK41:HK61","HK51:HK61","HK31:HK41:HK51","HK31:HK41:HK61","HK31:HK51:HK61","HK41:HK51:HK61","HK31:HK41:HK51:HK61","trait","shapiro_pvalue","lambda"
"1",1.07655991137205,-0.636190249132721,-1.05492768126127,-0.578856902679763,-0.692699496550146,0.736549563809596,0.574972688627883,0.411663111667708,0.341175714474741,0.548289553138725,-0.0184671996884155,-1.09565769558528,0.230697801970857,NA,-2.36103851470724,NA,"leaf_length",2.12991717737811e-05,1.71717171717172
"2",0.742909685370159,-0.58992252707312,-0.774977599614579,0.0752250202307987,-0.045036031848704,1.09913804863546,0.32119104032756,-0.348943590807447,-0.411321700356517,0.191983692825876,-0.485003419909109,-1.34122099582557,-0.272594032662881,NA,-1.68312175832194,NA,"leaf_width",3.35987115954909e-10,2
"3",1.01401889216116,-0.711953111025634,-1.04867291921758,-0.285887843860046,-0.439545988324428,1.04468876374474,0.500056308332929,0.0407227935904484,-0.0117102811127141,0.432752879422091,-0.255189459980037,-1.32624681328437,-0.046745100289835,NA,-1.95747963538804,NA,"leaf_area",8.41840684597196e-07,0.94949494949495
"4",0.805288166197871,-0.460978600177558,-0.0544578760350881,-0.536355701493844,-0.0568538195442824,0.273607816741619,-0.505578633317183,-0.487186895790066,0.21967805924295,-0.415247987892224,-0.296071123090943,-0.256676170588959,0.474975242645132,NA,-1.39122647011188,NA,"shoot_mass",0.0187397343180133,0.222222222222222
"5",0.495010119112561,0.087653077266013,-0.00333575258570861,-0.517792606337317,-0.0297332871638982,-0.567354085109632,-0.81437447845827,0.383469509991484,0.320136522799618,0.12410550115915,0.078068340978261,0.100236720291555,-0.0389958698920541,NA,-2.95301992325035,NA,"root_mass",0.503999633340493,0.343434343434343
"6",0.168063084385643,0.351477588951746,0.0384343548717907,-0.335791080080289,0.33451379651967,-0.567213638688668,-0.313228496846378,0.650339346454109,-0.182952304636729,-0.166192705265493,0.370110111642624,-1.51785994805473,-0.0972265444111597,NA,-2.34617378038566,NA,"tiller_count",0.137071843806744,0.424242424242424
"7",-0.00163599158049539,0.51346879495785,-0.0175906109298004,0.34655556989774,0.0525396411260537,0.242724469958978,-1.01985137428693,-0.440574290482882,0.00543968942179609,-0.200965013776858,-0.300047750771071,-0.548904652207559,-0.431341552825374,NA,-0.523736298046681,NA,"tiller_angle",0.0766103099330756,1.23232323232323
"8",0.878508529840491,-0.721382551590986,-0.599322538778745,0.023664641673539,-0.40589236951335,0.670329142601722,-0.234081192170895,-0.754261681744871,0.856029014584721,0.619800006936777,-0.619630303896947,-0.354593280074064,-1.00396927620297,NA,-1.82609217101991,NA,"internode_1",0.0539552886873306,0.666666666666667
"9",0.861611416367991,-0.531808274402471,-0.131845432920581,-0.270395574393524,-0.250260378806885,0.0897354129949934,-0.239531008277162,-1.06617336458255,0.46263544394465,-0.361898040043475,-0.259804561077504,0.284752111413623,0.27368471813262,NA,-1.35400662112112,NA,"internode_2",0.782366719120588,0.707070707070707
"10",0.686119194531951,-0.17376508955305,-0.170388794637219,0.0824495021071505,-0.0800143764547047,-0.0472888769644248,-0.826464377465483,-0.971136157174718,0.0284909698622047,-0.262507605195417,-0.776045832944543,0.246181769012431,0.587839294904771,NA,-1.30500891206495,NA,"plant_height",0.0553644899256889,0.666666666666667
"11",-0.110081629163161,-0.539923039020881,-0.0582123016813975,-0.254873514965368,-0.26009601842775,0.385244006121178,0.636865028691115,0.515538549698518,0.935138318745358,0.513171486493489,0.537164347487182,-0.804179801409801,-1.25408715783957,NA,1.86113850298073,NA,"heading",9.34774125485128e-16,-2
"12",0.195276319887644,-0.932367350348801,0.239347114686964,0.0551906356826532,0.466957617009718,0.532942640032614,-0.100824960068349,0.21180808373287,0.678534662874933,-0.0173511599744967,0.301246124676466,-1.44788444644023,-1.58128847928902,NA,-2.88396781146402,NA,"panicles",0.486076594407481,0.545454545454546
"13",0.704016955144719,-0.397382712757987,-0.342689636341301,0.159375189824545,-0.221027006720276,0.173713641369436,-0.0178007105034308,-2.02194779759858,0.480023596287789,0.316628497552912,-0.851571766176938,1.09856711162862,-0.540808925574403,NA,-0.221674399870491,NA,"exsertion",0.260623513684503,0.666666666666667
"14",1.11632159663948,-0.726020622273589,-0.768015928171095,-0.243045876021567,-0.857312810534835,0.696813307696881,-0.957266300831744,0.218988938275977,0.997847232503901,0.949973051879624,-0.60937681776535,-0.199781442040035,-1.08950437642634,NA,-2.46456330567984,NA,"panicle_length",0.50851102649174,1.67676767676768
"15",0.853357077550893,-0.247587878572303,-0.385934680285928,-0.0748542447342801,-0.731242181715787,0.205151538524574,-1.05160702455001,0.123204645769637,0.399103293928702,0.149888069684066,-0.702156525980058,0.208108394001064,-0.208270523205279,NA,-2.68417423574016,NA,"rachis_length",0.527255334282968,0.828282828282829
"16",0.570631042814798,-0.35728651859318,-0.487182662618482,-0.203677858839746,0.261087171661428,-0.20832768542902,-0.808815799725509,0.0629775021729467,0.102229037609038,0.156245828116802,-0.17649856848042,0.147968312076885,0.390436838094931,NA,-2.18448487651547,NA,"max_internode",0.784167620070387,0.383838383838384
"17",0.576220660576812,0.164361123730679,-0.126599538139835,0.127096125790351,-0.769017799912309,-0.103190255207443,-0.506575077344836,0.17960605902654,-0.0926897535294354,-0.494643458387632,-0.556493833568963,0.32789620122649,0.614267672514651,NA,-1.63387069384025,NA,"prim_branches",0.032876220665806,0.585858585858586
